C00097,0.578209969
C00158,0.176110152
C03046,0.708415821
C02497,0.537450415
C00183,4.68e-05
C05145,0.57984484
C00209,0.205730989
C06156,0.599053589
C00188,0.486817405
C00124,0.325747138
